date,sku_id,description,demand_units,median_active_day_units,q1_units,q3_units,spike_threshold_units,multiple_of_median
2011-11-03,23252,VINTAGE RED ENAMEL TRIM JUG,16,4.00,2.00,6.75,13.88,4.00
2011-11-06,21116,OWL DOORSTOP,16,3.00,1.00,5.00,11.00,5.33
2011-11-06,23181,BULL DOG BOTTLE TOP WALL CLOCK,16,2.00,2.00,3.00,4.50,8.00
2011-11-06,47593B,SCOTTIE DOGS BABY BIB,16,3.00,1.00,6.00,13.50,5.33
2011-11-06,85174,S/4 CACTI CANDLES,16,3.00,1.00,6.00,13.50,5.33
2011-11-08,22634,CHILDS BREAKFAST SET SPACEBOY,16,3.00,2.00,7.00,14.50,5.33
2011-11-08,23043,PAPER LANTERN 9 POINT HOLLY STAR L,16,2.00,2.00,4.00,7.00,8.00
2011-11-09,23315,IVORY REFECTORY CLOCK,16,2.00,1.75,3.00,4.88,8.00
2011-11-10,22472,TV DINNER TRAY DOLLY GIRL,16,3.00,1.00,5.00,11.00,5.33
2011-11-10,22474,SPACEBOY TV DINNER TRAY,16,3.00,1.00,4.00,8.50,5.33
2011-11-10,84813,SET OF 4 DIAMOND NAPKIN RINGS,16,2.00,1.00,4.00,8.50,8.00
2011-11-11,21812,GARLAND WITH HEARTS AND BELLS,16,4.00,1.00,6.00,13.50,4.00
2011-11-13,71038,WHITE HANGING BEADS CANDLE HOLDER,16,4.00,4.00,8.00,14.00,4.00
2011-11-14,84580,MOUSE TOY WITH PINK T-SHIRT,16,3.00,1.00,5.00,11.00,5.33
2011-11-17,23110,PARISIENNE KEY CABINET,16,4.00,2.00,6.00,12.00,4.00
2011-11-18,21793,CLASSIC FRENCH STYLE BASKET BROWN,16,2.00,1.00,5.00,11.00,8.00
2011-11-18,85174,S/4 CACTI CANDLES,16,3.00,1.00,6.00,13.50,5.33
2011-11-23,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,16,3.00,2.00,5.00,9.50,5.33
2011-11-23,22468,BABUSHKA LIGHTS STRING OF 10,16,3.00,2.00,6.00,12.00,5.33
2011-11-23,23106,ZINC HEARTS PLANT POT HOLDER,16,6.50,3.00,8.00,15.50,2.46
2011-11-23,23537,WALL ART I LOVE LONDON,16,1.50,1.00,6.00,13.50,10.67
2011-11-23,23553,LANDMARK FRAME CAMDEN TOWN,16,3.00,1.00,6.00,13.50,5.33
2011-11-25,22312,OFFICE MUG WARMER POLKADOT,16,3.00,1.00,6.00,13.50,5.33
2011-11-27,22643,SET OF 4 NAPKIN CHARMS LEAVES,16,4.00,2.00,7.00,14.50,4.00
2011-11-29,23115,RED APPLES CHOPPING BOARD,16,2.00,1.00,3.75,7.88,8.00
2011-12-01,23081,GREEN METAL BOX ARMY SUPPLIES,16,2.00,1.00,5.00,11.00,8.00
2011-12-02,21259,VICTORIAN SEWING BOX SMALL,16,4.00,2.00,6.00,12.00,4.00
2011-12-04,21463,MIRRORED DISCO BALL,16,2.00,2.00,5.50,10.75,8.00
2011-12-05,21257,VICTORIAN SEWING BOX MEDIUM,16,2.00,2.00,5.00,9.50,8.00
2011-12-05,23080,RED METAL BOX TOP SECRET,16,3.00,2.00,6.75,13.88,5.33
2011-12-06,22108,PING! MICROWAVE PLATE,16,2.00,1.00,4.00,8.50,8.00
2011-12-06,22314,OFFICE MUG WARMER CHOC+BLUE,16,3.00,1.00,6.00,13.50,5.33
2011-12-06,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,16,2.50,1.00,6.00,13.50,6.40
2011-12-07,22061,LARGE CAKE STAND HANGING STRAWBERY,16,3.00,2.00,6.00,12.00,5.33
2011-12-07,22768,FAMILY PHOTO FRAME CORNICE,16,3.00,2.00,5.00,9.50,5.33
2011-12-07,23106,ZINC HEARTS PLANT POT HOLDER,16,6.50,3.00,8.00,15.50,2.46
2011-12-07,72799E,IVORY PILLAR CANDLE SILVER FLOCK,16,4.00,2.00,7.00,14.50,4.00
2011-12-07,84820,DANISH ROSE TRINKET TRAYS,16,2.00,2.00,4.00,7.00,8.00
2011-12-08,21417,COCKLE SHELL DISH,16,2.00,1.00,6.00,13.50,8.00
2011-12-08,21462,"NURSERY A,B,C PAINTED LETTERS",16,2.00,1.00,2.00,3.50,8.00
2011-12-08,84707A,SILVER JEWELLED MIRROR TRINKET TRAY,16,2.00,1.00,2.00,3.50,8.00
2011-12-09,22068,BLACK PIRATE TREASURE CHEST,16,2.00,1.00,6.00,13.50,8.00
2011-12-09,22500,SET OF 2 TINS JARDIN DE PROVENCE,16,3.00,1.00,4.00,8.50,5.33
2011-12-09,23255,CHILDRENS CUTLERY CIRCUS PARADE,16,4.00,4.00,8.00,14.00,4.00
2009-12-01,20752,BLUE POLKADOT WASHING UP GLOVES,15,3.00,1.00,6.00,13.50,5.00
2009-12-01,84559D,3D SHEET OF SEA WORLD STICKERS,15,3.00,2.00,6.00,12.00,5.00
2009-12-01,84854,GIRLY PINK TOOL SET,15,2.00,1.00,4.00,8.50,7.50
2009-12-01,85014A,BLACK/BLUE POLKADOT UMBRELLA,15,4.00,2.00,7.00,14.50,3.75
2009-12-02,84007,MAGIC GARDEN MOUNT FUJI,15,3.00,1.00,6.00,13.50,5.00
2009-12-02,84288B,SET/2 BLUE NOODLE BASKETS,15,2.00,1.00,5.00,11.00,7.50
2009-12-03,21486,PINK HEART DOTS HOT WATER BOTTLE,15,4.00,2.00,7.00,14.50,3.75
2009-12-03,22120,WELCOME WOODEN BLOCK LETTERS,15,3.00,1.00,5.00,11.00,5.00
2009-12-03,22202,UNKNOWN,15,2.00,1.00,5.00,11.00,7.50
2009-12-03,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,15,3.00,1.00,6.00,13.50,5.00
2009-12-03,22276,WASH BAG VINTAGE ROSE PAISLEY,15,6.00,2.00,7.00,14.50,2.50
2009-12-03,84519A,TOMATO CHARLIE+LOLA COASTER SET,15,2.00,1.00,6.00,13.50,7.50
2009-12-07,20776,ABSTRACT CIRCLES NOTEBOOK,15,2.00,2.00,5.75,11.38,7.50
2009-12-08,21865,PINK UNION JACK PASSPORT COVER,15,2.00,1.00,6.00,13.50,7.50
2009-12-09,21777,UNKNOWN,15,3.00,2.00,6.00,12.00,5.00
2009-12-11,22120,WELCOME WOODEN BLOCK LETTERS,15,3.00,1.00,5.00,11.00,5.00
2009-12-13,84519A,TOMATO CHARLIE+LOLA COASTER SET,15,2.00,1.00,6.00,13.50,7.50
2009-12-14,21556,CERAMIC STRAWBERRY MONEY BOX,15,3.00,2.00,6.00,12.00,5.00
2009-12-14,21576,LETS GO SHOPPING COTTON TOTE BAG,15,3.00,1.00,6.00,13.50,5.00
2009-12-14,22071,SMALL WHITE RETROSPOT MUG IN BOX,15,4.00,2.00,6.00,12.00,3.75
2009-12-16,22277,COSMETIC BAG VINTAGE ROSE PAISLEY,15,3.00,1.00,6.00,13.50,5.00
2009-12-17,20757,RED DAISY POCKET BOOK,15,3.00,2.00,6.00,12.00,5.00
2010-01-11,20694,FLORAL PINK MONSTER,15,3.00,1.00,4.00,8.50,5.00
2010-01-11,20700,GREEN CAT FLORAL CUSHION COVER,15,1.00,1.00,2.75,5.38,15.00
2010-01-13,84968A,SET OF 16 VINTAGE ROSE CUTLERY,15,2.00,1.00,4.00,8.50,7.50
2010-01-21,21896,POTTING SHED TWINE,15,6.00,1.00,6.00,13.50,2.50
2010-01-21,22215,CAKE STAND WHITE TWO TIER LACE,15,2.00,2.00,5.00,9.50,7.50
2010-01-21,85214,UNKNOWN,15,2.00,1.00,5.00,11.00,7.50
2010-01-22,20752,BLUE POLKADOT WASHING UP GLOVES,15,3.00,1.00,6.00,13.50,5.00
2010-01-26,22202,UNKNOWN,15,2.00,1.00,5.00,11.00,7.50
2010-01-29,22318,FIVE HEART HANGING DECORATION,15,6.00,1.00,6.00,13.50,2.50
2010-01-31,22414,DOORMAT NEIGHBOURHOOD WITCH,15,2.00,1.00,2.00,3.50,7.50
2010-02-01,85184D,S/4 BLUE ROUND DECOUPAGE BOXES,15,1.00,1.00,6.00,13.50,15.00
2010-02-02,22215,CAKE STAND WHITE TWO TIER LACE,15,2.00,2.00,5.00,9.50,7.50
2010-02-03,22107,PIZZA PLATE IN BOX,15,4.00,2.00,6.00,12.00,3.75
2010-02-03,72819,CUPID DESIGN SCENTED CANDLES,15,3.00,1.00,6.00,13.50,5.00
2010-02-03,84925A,UNKNOWN,15,2.00,1.00,2.00,3.50,7.50
2010-02-04,21042,RED RETROSPOT APRON,15,3.00,2.00,6.00,12.00,5.00
2010-02-05,84926B,SCOTTS ROSES TILE COASTER,15,3.50,2.25,5.75,11.00,4.29
2010-02-11,21432,SET OF 3 CASES WOODLAND DESIGN,15,3.00,2.00,6.00,12.00,5.00
2010-02-16,48129,DOORMAT TOPIARY,15,3.00,2.00,7.00,14.50,5.00
2010-02-17,22495,SET OF 2 ROUND TINS CAMEMBERT,15,3.00,1.00,6.00,13.50,5.00
2010-02-17,85232D,SET/3 DECOUPAGE STACKING TINS,15,3.00,1.00,4.00,8.50,5.00
2010-02-19,47567B,TEA TIME KITCHEN APRON,15,3.00,2.00,7.00,14.50,5.00
2010-02-22,84455,SET OF 3 RABBIT CARROTS EASTER,15,2.50,2.00,5.50,10.75,6.00
2010-02-25,20850,ZINC HEART LATTICE PLANTER BOWL,15,6.00,3.00,6.00,10.50,2.50
2010-02-25,21837,UNKNOWN,15,3.00,2.00,5.00,9.50,5.00
2010-02-26,85017A,ENVELOPE 50 ROMANTIC IMAGES,15,2.00,1.00,6.25,14.12,7.50
2010-02-28,21564,PINK HEART SHAPE LOVE BUCKET,15,3.00,1.00,6.00,13.50,5.00
2010-03-02,22236,CAKE STAND 3 TIER MAGIC GARDEN,15,3.00,1.00,5.00,11.00,5.00
2010-03-02,22498,WOODEN REGATTA BUNTING,15,3.00,1.00,4.00,8.50,5.00
2010-03-04,21363,HOME SMALL WOOD LETTERS,15,3.00,1.00,5.00,11.00,5.00
2010-03-04,22192,BLUE DINER WALL CLOCK,15,3.00,2.00,5.00,9.50,5.00
2010-03-05,DOT,DOTCOM POSTAGE,15,2.00,1.00,4.00,8.50,7.50
2010-03-08,37500,TEA TIME TEAPOT IN GIFT BOX,15,2.00,1.00,4.00,8.50,7.50
2010-03-09,21042,RED RETROSPOT APRON,15,3.00,2.00,6.00,12.00,5.00
2010-03-22,79303D,LILAC FLOWER BLOCK TABLE LAMP,15,2.00,1.00,2.00,3.50,7.50
2010-03-24,22472,TV DINNER TRAY DOLLY GIRL,15,3.00,1.00,5.00,11.00,5.00
2010-03-24,85211,UNKNOWN,15,2.00,1.00,4.00,8.50,7.50
2010-03-25,20692,UNKNOWN,15,3.00,2.00,6.00,12.00,5.00
2010-03-25,21528,DAIRY MAID TRADITIONAL TEAPOT,15,2.00,1.00,3.00,6.00,7.50
2010-03-25,22498,WOODEN REGATTA BUNTING,15,3.00,1.00,4.00,8.50,5.00
2010-03-28,21896,POTTING SHED TWINE,15,6.00,1.00,6.00,13.50,2.50
2010-03-28,79161A,ST GEORGE SET OF 10 PARTY LIGHTS,15,2.00,1.00,6.00,13.50,7.50
2010-03-29,21557,SET OF 6 FUNKY BEAKERS,15,2.00,1.00,6.00,13.50,7.50
2010-03-30,22516,CHILDS GARDEN RAKE BLUE,15,2.00,1.00,6.00,13.50,7.50
2010-03-30,22517,CHILDS GARDEN RAKE PINK,15,2.00,1.00,6.00,13.50,7.50
2010-04-01,22526,WHEELBARROW FOR CHILDREN,15,1.00,1.00,3.00,6.00,15.00
2010-04-07,15060B,FAIRY CAKE DESIGN UMBRELLA,15,4.00,1.00,6.00,13.50,3.75
2010-04-08,21775,DECORATIVE FLORE BATHROOM BOTTLE,15,2.00,1.00,3.00,6.00,7.50
2010-04-11,21610,SET 12 PEAR BOTANICAL T-LIGHTS,15,6.00,1.50,6.50,14.00,2.50
2010-04-19,18094C,WHITE AND BLUE CERAMIC OIL BURNER,15,3.00,1.00,6.25,14.12,5.00
2010-04-19,22359,GLASS JAR KINGS CHOICE,15,2.00,1.00,6.00,13.50,7.50
2010-04-19,22515,CHILDS GARDEN SPADE PINK,15,3.00,1.00,6.00,13.50,5.00
2010-04-20,22611,VINTAGE UNION JACK SHOPPING BAG,15,4.00,3.00,7.00,13.00,3.75
2010-04-22,22526,WHEELBARROW FOR CHILDREN,15,1.00,1.00,3.00,6.00,15.00
2010-04-26,22236,CAKE STAND 3 TIER MAGIC GARDEN,15,3.00,1.00,5.00,11.00,5.00
2010-04-28,21623,VINTAGE UNION JACK MEMOBOARD,15,2.00,2.00,6.00,12.00,7.50
2010-04-28,22498,WOODEN REGATTA BUNTING,15,3.00,1.00,4.00,8.50,5.00
2010-05-07,21623,VINTAGE UNION JACK MEMOBOARD,15,2.00,2.00,6.00,12.00,7.50
2010-05-09,21924,UNKNOWN,15,2.00,1.00,4.00,8.50,7.50
2010-05-09,47597,NEW ENGLAND TEATOWELS,15,3.00,2.00,5.00,9.50,5.00
2010-05-11,22496,SET OF 2 ROUND TINS DUTCH CHEESE,15,2.00,1.00,6.00,13.50,7.50
2010-05-11,85185C,COW SOCK PUPPET,15,2.00,1.00,4.00,8.50,7.50
2010-05-20,22474,SPACEBOY TV DINNER TRAY,15,3.00,1.00,4.00,8.50,5.00
2010-05-23,22626,BLACK KITCHEN SCALES,15,2.00,1.00,4.00,8.50,7.50
2010-05-26,21539,check,15,4.00,3.00,6.00,10.50,3.75
2010-05-27,22430,ENAMEL WATERING CAN CREAM,15,4.00,2.00,6.00,12.00,3.75
2010-05-28,22606,WOODEN SKITTLES GARDEN SET,15,2.00,1.00,5.00,11.00,7.50
2010-06-06,22485,SET OF 2 WOODEN MARKET CRATES,15,2.00,2.00,4.00,7.00,7.50
2010-06-07,22526,WHEELBARROW FOR CHILDREN,15,1.00,1.00,3.00,6.00,15.00
2010-06-11,17181,CIRCLE OF FRIENDS CANDLE HOLDER,15,2.00,1.00,5.50,12.25,7.50
2010-06-11,21042,RED RETROSPOT APRON,15,3.00,2.00,6.00,12.00,5.00
2010-06-11,22430,ENAMEL WATERING CAN CREAM,15,4.00,2.00,6.00,12.00,3.75
2010-06-13,22318,FIVE HEART HANGING DECORATION,15,6.00,1.00,6.00,13.50,2.50
2010-06-14,22430,ENAMEL WATERING CAN CREAM,15,4.00,2.00,6.00,12.00,3.75
2010-06-14,22487,WHITE WOOD GARDEN PLANT LADDER,15,3.00,1.00,5.00,11.00,5.00
2010-06-14,84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,15,2.00,1.00,4.00,8.50,7.50
2010-06-17,21471,STRAWBERRY RAFFIA FOOD COVER,15,4.00,1.00,6.00,13.50,3.75
2010-07-01,21865,PINK UNION JACK PASSPORT COVER,15,2.00,1.00,6.00,13.50,7.50
2010-07-02,21539,check,15,4.00,3.00,6.00,10.50,3.75
2010-07-02,22660,DOORMAT I LOVE LONDON,15,2.00,1.00,4.00,8.50,7.50
2010-07-07,DOT,DOTCOM POSTAGE,15,2.00,1.00,4.00,8.50,7.50
2010-07-13,84509B,SET OF 4 FAIRY CAKE PLACEMATS,15,3.00,1.00,4.00,8.50,5.00
2010-07-13,84509G,SET OF 4 FAIRY CAKE PLACEMATS,15,4.00,1.00,5.00,11.00,3.75
2010-07-15,21924,UNKNOWN,15,2.00,1.00,4.00,8.50,7.50
2010-07-15,84854,GIRLY PINK TOOL SET,15,2.00,1.00,4.00,8.50,7.50
2010-07-21,22692,DOORMAT WELCOME TO OUR HOME,15,4.00,2.00,7.00,14.50,3.75
2010-07-26,22664,TOY TIDY DOLLY GIRL DESIGN,15,5.00,1.00,6.00,13.50,3.00
2010-07-29,22526,WHEELBARROW FOR CHILDREN,15,1.00,1.00,3.00,6.00,15.00
2010-08-05,21896,POTTING SHED TWINE,15,6.00,1.00,6.00,13.50,2.50
2010-08-05,22222,CAKE PLATE LOVEBIRD WHITE,15,3.00,1.00,4.00,8.50,5.00
2010-08-05,22634,CHILDS BREAKFAST SET SPACEBOY,15,3.00,2.00,7.00,14.50,5.00
2010-08-06,20702,PINK PADDED MOBILE,15,3.00,2.00,6.00,12.00,5.00
2010-08-06,20703,BLUE PADDED SOFT MOBILE,15,3.00,2.00,4.00,7.00,5.00
2010-08-18,47567B,TEA TIME KITCHEN APRON,15,3.00,2.00,7.00,14.50,5.00
2010-09-15,20665,RED RETROSPOT PURSE,15,6.00,1.00,6.00,13.50,2.50
2010-09-23,21363,HOME SMALL WOOD LETTERS,15,3.00,1.00,5.00,11.00,5.00
2010-09-23,21722,SWEET PUDDING STICKER SHEET,15,2.00,1.00,6.00,13.50,7.50
2010-09-27,37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,15,1.00,1.00,3.00,6.00,15.00
2010-09-29,21363,HOME SMALL WOOD LETTERS,15,3.00,1.00,5.00,11.00,5.00
2010-09-30,21478,UNKNOWN,15,2.00,1.00,3.75,7.88,7.50
2010-09-30,22120,WELCOME WOODEN BLOCK LETTERS,15,3.00,1.00,5.00,11.00,5.00
2010-10-03,21411,GINGHAM HEART DOORSTOP RED,15,3.00,2.00,6.00,12.00,5.00
2010-10-03,85064,CREAM SWEETHEART LETTER RACK,15,4.00,2.00,6.00,12.00,3.75
2010-10-04,20617,FIRST CLASS PASSPORT COVER,15,2.00,1.00,4.50,9.75,7.50
2010-10-04,20622,VIP PASSPORT COVER,15,1.50,1.00,4.25,9.12,10.00
2010-10-05,22179,SET 10 NIGHT OWL LIGHTS,15,3.00,2.00,6.00,12.00,5.00
2010-10-14,22317,FIVE CATS HANGING DECORATION,15,3.00,1.00,6.00,13.50,5.00
2010-10-14,22513,DOORSTOP FOOTBALL DESIGN,15,2.00,1.00,4.00,8.50,7.50
2010-10-15,21576,LETS GO SHOPPING COTTON TOTE BAG,15,3.00,1.00,6.00,13.50,5.00
2010-10-15,22192,BLUE DINER WALL CLOCK,15,3.00,2.00,5.00,9.50,5.00
2010-10-15,22627,MINT KITCHEN SCALES,15,3.50,2.00,6.00,12.00,4.29
2010-10-15,22905,CALENDAR IN SEASON DESIGN,15,5.00,2.00,7.00,14.50,3.00
2010-10-19,22687,DOORMAT CHRISTMAS VILLAGE,15,3.50,2.00,6.00,12.00,4.29
2010-10-20,22841,ROUND CAKE TIN VINTAGE GREEN,15,2.00,2.00,4.00,7.00,7.50
2010-10-21,22687,DOORMAT CHRISTMAS VILLAGE,15,3.50,2.00,6.00,12.00,4.29
2010-10-26,22844,VINTAGE CREAM DOG FOOD CONTAINER,15,3.00,2.00,5.00,9.50,5.00
2010-10-28,46000R,POLYESTER FILLER PAD 45x30cm,15,2.00,2.00,4.00,7.00,7.50
2010-10-28,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,15,4.00,2.00,6.00,12.00,3.75
2010-10-29,22167,OVAL WALL MIRROR DIAMANTE,15,2.00,1.00,3.00,6.00,7.50
2010-11-03,21470,FLOWER VINE RAFFIA FOOD COVER,15,3.00,1.00,6.00,13.50,5.00
2010-11-04,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,15,3.00,2.00,5.00,9.50,5.00
2010-11-04,72802C,VANILLA SCENT CANDLE JEWELLED BOX,15,6.00,2.00,7.00,14.50,2.50
2010-11-04,90104,UNKNOWN,15,2.00,1.00,3.00,6.00,7.50
2010-11-05,21539,check,15,4.00,3.00,6.00,10.50,3.75
2010-11-07,20684,UNKNOWN,15,2.00,1.00,6.00,13.50,7.50
2010-11-07,21228,"POCKET MIRROR ""GLAMOROUS""",15,2.00,1.00,4.00,8.50,7.50
2010-11-08,22634,CHILDS BREAKFAST SET SPACEBOY,15,3.00,2.00,7.00,14.50,5.00
2010-11-08,22781,GUMBALL MAGAZINE RACK,15,2.00,2.00,6.00,12.00,7.50
2010-11-09,22119,PEACE WOODEN BLOCK LETTERS,15,3.00,1.00,5.00,11.00,5.00
2010-11-09,22365,DOORMAT RESPECTABLE HOUSE,15,2.00,1.00,6.00,13.50,7.50
2010-11-10,22061,LARGE CAKE STAND HANGING STRAWBERY,15,3.00,2.00,6.00,12.00,5.00
2010-11-10,22889,NUMBER TILE VINTAGE FONT No,15,1.00,1.00,2.00,3.50,15.00
2010-11-14,15060B,FAIRY CAKE DESIGN UMBRELLA,15,4.00,1.00,6.00,13.50,3.75
2010-11-14,22450,SILK PURSE BABUSHKA BLUE,15,5.00,2.00,6.00,12.00,3.00
2010-11-16,22371,AIRLINE BAG VINTAGE TOKYO 78,15,3.00,1.00,6.00,13.50,5.00
2010-11-16,47591B,SCOTTIES CHILDRENS APRON,15,3.00,2.00,6.00,12.00,5.00
2010-11-19,22664,TOY TIDY DOLLY GIRL DESIGN,15,5.00,1.00,6.00,13.50,3.00
2010-11-21,22905,CALENDAR IN SEASON DESIGN,15,5.00,2.00,7.00,14.50,3.00
2010-11-23,22366,DOORMAT AIRMAIL,15,3.00,2.00,7.00,14.50,5.00
2010-11-23,22925,AMAZON,15,2.00,1.00,4.00,8.50,7.50
2010-11-23,22927,GREEN GIANT GARDEN THERMOMETER,15,2.00,2.00,4.00,7.00,7.50
2010-11-25,22779,WOODEN OWLS LIGHT GARLAND,15,4.00,4.00,8.00,14.00,3.75
2010-11-28,22175,PINK OWL SOFT TOY,15,4.00,2.00,6.00,12.00,3.75
2010-11-28,22454,MEASURING TAPE BABUSHKA RED,15,6.00,2.00,7.00,14.50,2.50
2010-11-28,72802C,VANILLA SCENT CANDLE JEWELLED BOX,15,6.00,2.00,7.00,14.50,2.50
2010-11-29,72800D,4 BLUE DINNER CANDLES SILVER FLOCK,15,2.00,1.00,4.00,8.50,7.50
2010-11-29,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,15,3.00,1.00,5.00,11.00,5.00
2010-11-30,21363,HOME SMALL WOOD LETTERS,15,3.00,1.00,5.00,11.00,5.00
2010-12-06,84744,S/6 SEW ON CROCHET FLOWERS,15,2.00,1.00,6.00,13.50,7.50
2010-12-09,22891,TEA FOR ONE POLKADOT,15,3.00,1.00,5.00,11.00,5.00
2010-12-15,22840,ROUND CAKE TIN VINTAGE RED,15,3.00,2.00,6.00,12.00,5.00
2010-12-17,22504,CABIN BAG VINTAGE RETROSPOT,15,2.00,1.00,5.00,11.00,7.50
2010-12-20,22190,LOCAL CAFE MUG,15,3.00,1.00,6.00,13.50,5.00
2010-12-23,20856,DENIM PATCH PURSE PINK BUTTERFLY,15,3.00,1.00,5.00,11.00,5.00
2010-12-23,21774,DECORATIVE CATS BATHROOM BOTTLE,15,2.00,1.00,4.00,8.50,7.50
2011-01-04,21846,PINK DIAMANTE PEN IN GIFT BOX,15,2.00,1.00,6.00,13.50,7.50
2011-01-05,21632,UNKNOWN,15,1.50,1.00,3.00,6.00,10.00
2011-01-05,22365,DOORMAT RESPECTABLE HOUSE,15,2.00,1.00,6.00,13.50,7.50
2011-01-05,85059,FRENCH ENAMEL WATER BASIN,15,2.00,1.00,5.00,11.00,7.50
2011-01-06,20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,15,3.00,1.00,4.25,9.12,5.00
2011-01-07,21846,PINK DIAMANTE PEN IN GIFT BOX,15,2.00,1.00,6.00,13.50,7.50
2011-01-07,22223,CAKE PLATE LOVEBIRD PINK,15,3.00,1.00,4.00,8.50,5.00
2011-01-10,22070,SMALL RED RETROSPOT MUG IN BOX,15,5.00,2.00,6.00,12.00,3.00
2011-01-10,84951B,SET OF 4 BLACK LOVEBIRD COASTERS,15,2.00,1.00,6.00,13.50,7.50
2011-01-11,21756,BATH BUILDING BLOCK WORD,15,3.00,2.00,6.00,12.00,5.00
2011-01-12,22452,MEASURING TAPE BABUSHKA PINK,15,6.00,2.00,7.00,14.50,2.50
2011-01-12,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,15,2.00,1.00,4.00,8.50,7.50
2011-01-14,21849,SILVER DIAMANTE PEN IN GIFT BOX,15,2.00,1.00,5.00,11.00,7.50
2011-01-14,84356,POMPOM CURTAIN,15,2.00,2.00,7.00,14.50,7.50
2011-01-14,85087,CANDY SPOT CUSHION COVER,15,2.00,1.00,6.00,13.50,7.50
2011-01-14,85180B,PINK HEARTS LIGHT CHAIN,15,3.00,1.00,6.00,13.50,5.00
2011-01-17,84509B,SET OF 4 FAIRY CAKE PLACEMATS,15,3.00,1.00,4.00,8.50,5.00
2011-01-17,84951B,SET OF 4 BLACK LOVEBIRD COASTERS,15,2.00,1.00,6.00,13.50,7.50
2011-01-17,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",15,3.00,1.00,6.00,13.50,5.00
2011-01-20,22223,CAKE PLATE LOVEBIRD PINK,15,3.00,1.00,4.00,8.50,5.00
2011-01-20,22452,MEASURING TAPE BABUSHKA PINK,15,6.00,2.00,7.00,14.50,2.50
2011-01-21,35916B,BLUE FELT HANGING HEART WITH FLOWER,15,1.00,1.00,3.00,6.00,15.00
2011-01-21,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,15,2.00,1.00,4.00,8.50,7.50
2011-01-24,22840,ROUND CAKE TIN VINTAGE RED,15,3.00,2.00,6.00,12.00,5.00
2011-01-25,22222,CAKE PLATE LOVEBIRD WHITE,15,3.00,1.00,4.00,8.50,5.00
2011-02-07,22990,COTTON APRON PANTRY DESIGN,15,2.00,2.00,4.00,7.00,7.50
2011-02-07,85187,S/12 MINI RABBIT EASTER,15,3.00,1.00,6.00,13.50,5.00
2011-02-16,21867,PINK UNION JACK LUGGAGE TAG,15,3.00,1.00,5.25,11.62,5.00
2011-02-16,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,15,3.00,2.00,5.00,9.50,5.00
2011-02-16,22767,TRIPLE PHOTO FRAME CORNICE,15,3.00,2.00,6.00,12.00,5.00
2011-02-16,22913,RED COAT RACK PARIS FASHION,15,2.00,1.00,3.00,6.00,7.50
2011-03-03,22183,CAKE STAND VICTORIAN FILIGREE MED,15,2.00,1.00,4.00,8.50,7.50
2011-03-15,35810B,ENAMEL BLUE RIM COFFEE CONTAINER,15,6.00,1.00,6.25,14.12,2.50
2011-03-16,85205B,PINK FELT EASTER RABBIT GARLAND,15,3.00,2.00,6.00,12.00,5.00
2011-03-24,47593A,UNKNOWN,15,2.00,1.00,4.00,8.50,7.50
2011-03-31,22487,WHITE WOOD GARDEN PLANT LADDER,15,3.00,1.00,5.00,11.00,5.00
2011-04-14,22692,DOORMAT WELCOME TO OUR HOME,15,4.00,2.00,7.00,14.50,3.75
2011-04-15,22611,VINTAGE UNION JACK SHOPPING BAG,15,4.00,3.00,7.00,13.00,3.75
2011-04-19,85027L,UNKNOWN,15,2.00,2.00,6.00,12.00,7.50
2011-05-05,22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,15,4.00,2.00,4.00,7.00,3.75
2011-05-05,23149,ANTIQUE IVORY WIRE BOWL SMALL,15,6.00,2.50,6.00,11.25,2.50
2011-05-09,84912A,UNKNOWN,15,2.00,1.00,4.00,8.50,7.50
2011-05-11,22692,DOORMAT WELCOME TO OUR HOME,15,4.00,2.00,7.00,14.50,3.75
2011-05-11,23184,BULL DOG BOTTLE OPENER,15,4.00,2.00,7.00,14.50,3.75
2011-05-16,22845,VINTAGE CREAM CAT FOOD CONTAINER,15,2.00,2.00,4.00,7.00,7.50
2011-05-16,23132,SMALL IVORY HEART WALL ORGANISER,15,3.00,2.00,6.00,12.00,5.00
2011-05-16,35001G,HAND OPEN SHAPE GOLD,15,2.00,1.00,6.00,13.50,7.50
2011-05-18,23092,LARGE ANTIQUE WHITE PHOTO FRAME,15,3.00,2.00,5.25,10.12,5.00
2011-05-22,21564,PINK HEART SHAPE LOVE BUCKET,15,3.00,1.00,6.00,13.50,5.00
2011-05-27,23091,ZINC HERB GARDEN CONTAINER,15,4.00,2.00,7.00,14.50,3.75
