snapshot_date,sku_id,description,category,location_count,on_hand_quantity,on_order_quantity,reserved_quantity,available_supply_quantity,inventory_value,avg_daily_forecast_units,lead_time_days,reorder_point_units,days_of_supply,potential_stockout,excess_inventory,slow_moving,risk_level,risk_reason
,84192,ASSORTED COLOUR METAL CAT,UNMAPPED,,,,,,,0.4012,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84199,GLOW IN DARK DOLPHINS,UNMAPPED,,,,,,,0.7130,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84212,"ASSORTED FLOWER COLOUR ""LEIS""",UNMAPPED,,,,,,,1.0089,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84218,BOX/12 CHICK & EGG IN BASKET,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84228,HEN HOUSE WITH CHICK STANDING,UNMAPPED,,,,,,,0.2028,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84231,EASTER BUNNY WITH BASKET ON BACK,UNMAPPED,,,,,,,0.0930,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84247E,PACK OF 12 CHRISTMAS FUN CARDS,UNMAPPED,,,,,,,0.5541,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84247G,"DECOUPAGE,GREETING CARD,",UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84247L,FAWN AND MUSHROOM GREETING CARD,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84247N,PACK/12 BLUE FOLKART CARDS,UNMAPPED,,,,,,,0.1369,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84249A,"GREETING CARD,SQUARE, DOUGHNUTS",UNMAPPED,,,,,,,0.1094,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84249D,FAIRY CAKE GREETINGS CARD,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84251B,"GREETING CARD, STICKY GORDON",UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84251C,"GREETING CARD, TWO SISTERS.",UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84251F,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84251G,"GREETING CARD, OVERCROWDED POOL.",UNMAPPED,,,,,,,0.2640,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84270,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84279B,CHERRY BLOSSOM DECORATIVE FLASK,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84279P,CHERRY BLOSSOM DECORATIVE FLASK,UNMAPPED,,,,,,,0.9408,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84313B,BLUE TV TRAY TABLE,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84313C,ORANGE TV TRAY TABLE,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84327A,PINK JUMPER LARRY THE LAMB,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84341B,SMALL PINK MAGIC CHRISTMAS TREE,UNMAPPED,,,,,,,0.1101,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,UNMAPPED,,,,,,,17.2069,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84352,SILVER CHRISTMAS TREE BAUBLE STAND,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84356,POMPOM CURTAIN,UNMAPPED,,,,,,,0.3329,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84360,TABLE LAMP WHITE SHADE WOOD BASE,UNMAPPED,,,,,,,0.1847,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84375,SET OF 20 KIDS COOKIE CUTTERS,UNMAPPED,,,,,,,10.0918,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84378,SET OF 3 HEART COOKIE CUTTERS,UNMAPPED,,,,,,,11.2693,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,UNMAPPED,,,,,,,8.6768,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84396,6 HOOK JEWELLERY STAND BLACK DRESS,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84405A,S/3 PINK COL METAL BASKET W HANDLE,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84406B,CREAM CUPID HEARTS COAT HANGER,UNMAPPED,,,,,,,1.0820,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84422,PINK/BLUE DISC/MIRROR STRING,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84429A,MEDIUM PINK BUDDHA HEAD,UNMAPPED,,,,,,,0.2172,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84450B,PINK/YELLOW RABBIT SAT EASTER,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84452,METAL RABBIT LADDER EASTER,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,UNMAPPED,,,,,,,0.1024,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84459A,PINK METAL CHICKEN HEART,UNMAPPED,,,,,,,0.0880,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84459B,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84461,12 PINK HEN+CHICKS IN BASKET,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84466,TOP SECRET PEN SET,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84467,ENGLISH ROSE DESIGN QUILTED THROW,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84497,BUTTONS AND STRIPES NOTEBOOK,UNMAPPED,,,,,,,0.0954,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84499,BLACK FLOWER CANDLE PLATE,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84507B,STRIPES DESIGN MONKEY DOLL,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84507C,adjustment,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84508A,CAMOUFLAGE DESIGN TEDDY,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84508B,STRIPES DESIGN TEDDY,UNMAPPED,,,,,,,0.1761,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84508C,BLUE CIRCLES DESIGN TEDDY,UNMAPPED,,,,,,,0.1488,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,UNMAPPED,,,,,,,1.7623,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84509B,SET OF 4 FAIRY CAKE PLACEMATS,UNMAPPED,,,,,,,0.3285,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84509C,SET OF 4 POLKADOT PLACEMATS,UNMAPPED,,,,,,,0.3213,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84509E,SET OF 4 CAROUSEL PLACEMATS,UNMAPPED,,,,,,,0.1554,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84509F,SET OF 4 NEW ENGLAND PLACEMATS,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84509G,SET OF 4 FAIRY CAKE PLACEMATS,UNMAPPED,,,,,,,0.4468,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84510A,SET OF 4 ENGLISH ROSE COASTERS,UNMAPPED,,,,,,,1.8168,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84510B,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84510C,SET OF 4 POLKADOT COASTERS,UNMAPPED,,,,,,,0.3365,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84510E,SET OF 4 GREEN CAROUSEL COASTERS,UNMAPPED,,,,,,,0.1640,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84510F,SET OF 4 NEW ENGLAND COASTERS,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84519A,TOMATO CHARLIE+LOLA COASTER SET,UNMAPPED,,,,,,,1.0101,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84519B,CARROT CHARLIE+LOLA COASTER SET,UNMAPPED,,,,,,,1.0317,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84520D,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84526,GIANT BLACK SUNGLASSES,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84531A,returned,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84531B,returned,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84534B,FAIRY CAKE NOTEBOOK A5 SIZE,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,UNMAPPED,,,,,,,1.7674,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,UNMAPPED,,,,,,,8.1150,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,UNMAPPED,,,,,,,1.2086,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84558A,3D DOG PICTURE PLAYING CARDS,UNMAPPED,,,,,,,0.5428,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84559A,3D SHEET OF DOG STICKERS,UNMAPPED,,,,,,,0.6070,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84559B,3D SHEET OF CAT STICKERS,UNMAPPED,,,,,,,0.0883,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84559D,3D SHEET OF SEA WORLD STICKERS,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84562A,PINK/WHITE RIBBED MELAMINE JUG,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84563A,PINK & WHITE BREAKFAST TRAY,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84563B,BLUE & WHITE BREAKFAST TRAY,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84568,GIRLS ALPHABET IRON ON PATCHES,UNMAPPED,,,,,,,5.4435,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84569A,PACK 3 IRON ON DOG PATCHES,UNMAPPED,,,,,,,0.2001,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84569B,PACK 3 FIRE ENGINE/CAR PATCHES,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84569D,PACK 6 HEART/ICE-CREAM PATCHES,UNMAPPED,,,,,,,0.1881,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84578,ELEPHANT TOY WITH BLUE T-SHIRT,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84580,MOUSE TOY WITH PINK T-SHIRT,UNMAPPED,,,,,,,1.3616,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84581,DOG TOY WITH PINK CROCHET SKIRT,UNMAPPED,,,,,,,0.4110,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84584,PINK GINGHAM CAT WITH SCARF,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84592,CROCHET ROSE PURSE WITH SUEDE BACK,UNMAPPED,,,,,,,0.2198,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84595E,LARGE TORTILLA DESIGN RED BOWL,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,UNMAPPED,,,,,,,10.3372,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84596E,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84596F,SMALL MARSHMALLOWS PINK BOWL,UNMAPPED,,,,,,,8.3587,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84596G,SMALL CHOCOLATES PINK BOWL,UNMAPPED,,,,,,,2.1986,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84596J,MIXED NUTS LIGHT GREEN BOWL,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84596K,JELLY BABIES YELLOW SMALL BOWL,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84596L,BISCUITS SMALL BOWL LIGHT BLUE,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84597C,RETRO PINK BALL ASHTRAY,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84598,BOYS ALPHABET IRON ON PATCHES,UNMAPPED,,,,,,,1.9859,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84600,NEW BAROQUE JEWELLERY BOX,UNMAPPED,,,,,,,0.3658,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84609,TALL ROCOCO CANDLE HOLDER,UNMAPPED,,,,,,,0.3532,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84620,BLUE GINGHAM ROSE CUSHION COVER,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84625A,PINK NEW BAROQUECANDLESTICK CANDLE,UNMAPPED,,,,,,,0.1624,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84625D,WHITE NEWBAROQUE CANDLESTICK CANDLE,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84631,FRUIT TREE AND BIRDS WALL PLAQUE,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84637,KITCHEN FLOWER POTS WALL PLAQUE,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84638,SMALL KITCHEN FLOWER POTS PLAQUE,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84658,WHITE STITCHED CUSHION COVER,UNMAPPED,,,,,,,0.1464,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84659A,WHITE TRAVEL ALARM CLOCK,UNMAPPED,,,,,,,0.1913,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84660A,WHITE STITCHED WALL CLOCK,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84660B,BLACK STITCHED WALL CLOCK,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84660C,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84661A,WHITE SQUARE TABLE CLOCK,UNMAPPED,,,,,,,0.2652,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84661B,BLACK SQUARE TABLE CLOCK,UNMAPPED,,,,,,,0.4144,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84663A,UNKNOWN,UNMAPPED,,,,,,,0.2380,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84665,SQUARE CHERRY BLOSSOM CABINET,UNMAPPED,,,,,,,0.1009,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84670,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84673A,PINK FLY SWAT,UNMAPPED,,,,,,,0.1489,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84673B,BLUE FLY SWAT,UNMAPPED,,,,,,,0.3313,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84674,FLYING PIG WATERING CAN,UNMAPPED,,,,,,,0.2325,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84675,FROG KING WATERING CAN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84676,BATH DUCK WATERING CAN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84678,CLASSICAL ROSE SMALL VASE,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84682,CLASSICAL ROSE DISH,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84683,CLASSICAL ROSE CANDLESTAND,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84684,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84685,BEACH HUT KEY CABINET,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84686,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84687,BEACH HUT SHELF W 3 DRAWERS,UNMAPPED,,,,,,,0.0935,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84688,BEACH HUT DESIGN BLACKBOARD,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84689,S/2 BEACH HUT TREASURE CHESTS,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84691,PACK 20 DOLLY PEGS,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84692,BOX OF 24 COCKTAIL PARASOLS,UNMAPPED,,,,,,,9.7816,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84707A,SILVER JEWELLED MIRROR TRINKET TRAY,UNMAPPED,,,,,,,0.3897,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84707B,PINK JEWELLED MIRROR TRINKET TRAY,UNMAPPED,,,,,,,0.1181,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84708B,PINK JEWELLED PHOTO FRAME,UNMAPPED,,,,,,,0.3211,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84709B,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84712B,PINK JEWELLED PHOTO FRAME,UNMAPPED,,,,,,,0.2252,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84715,SET OF 6 ICE CREAM SKITTLES,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84741C,CITRUS GARLAND FELT FLOWERS,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84748,FOLK FELT HANGING MULTICOL GARLAND,UNMAPPED,,,,,,,0.1797,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84750A,PINK SMALL GLASS CAKE STAND,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84750B,BLACK SMALL GLASS CAKE STAND,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84754,S/15 SILVER GLASS BAUBLES IN BAG,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,UNMAPPED,,,,,,,8.0612,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84760S,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84761,IVORY HANGING BIRD PLANTER,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84762B,PINK PICNIC BARBECUE BUCKET,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84762C,GREEN PICNIC BARBECUE BUCKET,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84763,ZINC FINISH 15CM PLANTER POTS,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84773,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84789,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84791,GINGHAM HEART DECORATION,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84792,ENCHANTED BIRD COATHANGER 5 HOOK,UNMAPPED,,,,,,,1.8498,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84795A,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84795B,SUNSET CHECK HAMMOCK,UNMAPPED,,,,,,,0.1184,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84795C,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84795D,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,UNMAPPED,,,,,,,0.1245,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,UNMAPPED,,,,,,,0.0903,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84800L,LARGE WHITE/PINK ROSE ART FLOWER,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,UNMAPPED,,,,,,,0.1982,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84813,SET OF 4 DIAMOND NAPKIN RINGS,UNMAPPED,,,,,,,0.2111,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84815,SET OF 3 DANISH ROSE PLANTERS,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84817,DANISH ROSE DECORATIVE PLATE,UNMAPPED,,,,,,,0.5885,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84818,DANISH ROSE PHOTO FRAME,UNMAPPED,,,,,,,0.0878,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84819,DANISH ROSE ROUND SEWING BOX,UNMAPPED,,,,,,,0.8390,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84820,DANISH ROSE TRINKET TRAYS,UNMAPPED,,,,,,,0.2559,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84821,DANISH ROSE DELUXE COASTER,UNMAPPED,,,,,,,0.3175,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84826,ASSTD DESIGN 3D PAPER STICKERS,UNMAPPED,,,,,,,0.7900,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84828,JUNGLE POPSICLES ICE LOLLY MOULDS,UNMAPPED,,,,,,,0.9607,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84832,ZINC WILLIE WINKIE CANDLE STICK,UNMAPPED,,,,,,,8.4014,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84836,ZINC METAL HEART DECORATION,UNMAPPED,,,,,,,9.5437,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84837,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84839,SWEETHEART KEY CABINET,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84840,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84842,HELLO SAILOR BATHROOM SET,UNMAPPED,,,,,,,0.1384,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84843,WHITE SOAP RACK WITH 2 BOTTLES,UNMAPPED,,,,,,,0.2697,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84846A,SCENTED CANDLE IN DIGITALIS TIN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84847,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84849A,HELLO SAILOR BLUE SOAP HOLDER,UNMAPPED,,,,,,,0.2052,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84849B,FAIRY SOAP SOAP HOLDER,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84849D,HOT BATHS SOAP HOLDER,UNMAPPED,,,,,,,0.4134,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84854,GIRLY PINK TOOL SET,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84856L,LARGE TAHITI BEACH BAG,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84856S,SMALL TAHITI BEACH BAG,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84859A,SILVER DISCO HANDBAG,UNMAPPED,,,,,,,0.4217,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,84865,NEW BAROQUE BLACK PHOTO ALBUM,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
