sku_id,description,selected_model,model_family,selection_observations
47566B,TEA TIME PARTY BUNTING,naive_lag_1,statistical,14
47567B,TEA TIME KITCHEN APRON,lstm,deep_learning,14
47568,ENGLISH ROSE DESIGN PEG BAG,moving_average_7,statistical,14
47570,ENGLISH ROSE TABLE CLOTH,moving_average_7,statistical,14
47570B,UNKNOWN,moving_average_7,statistical,14
47574A,ENGLISH ROSE SCENTED HANGING FLOWER,moving_average_7,statistical,14
47578A,ENGLISH ROSE SMALL SCENTED FLOWER,weekday_seasonal_mean,statistical,14
47579,TEA TIME BREAKFAST BASKET,moving_average_7,statistical,14
47580,TEA TIME DES TEA COSY,seasonal_naive_lag_7,statistical,14
47581B,FAIRY CAKE WICKER PICNIC BASKET,moving_average_7,statistical,14
47585A,PINK FAIRY CAKE CUSHION COVER,lstm,deep_learning,14
47589,CONGRATULATIONS BUNTING,moving_average_7,statistical,14
47590A,BLUE HAPPY BIRTHDAY BUNTING,gru,deep_learning,14
47590B,PINK HAPPY BIRTHDAY BUNTING,lstm,deep_learning,14
47591A,CAROUSEL CHILDRENS APRON,moving_average_7,statistical,14
47591B,SCOTTIES CHILDRENS APRON,moving_average_7,statistical,14
47591C,UNKNOWN,moving_average_7,statistical,14
47591D,PINK FAIRY CAKE CHILDRENS APRON,weekday_seasonal_mean,statistical,14
47592A,CAROUSEL CHILDRENS OVERALL,moving_average_7,statistical,14
47593A,UNKNOWN,moving_average_7,statistical,14
47593B,SCOTTIE DOGS BABY BIB,weekday_seasonal_mean,statistical,14
47594A,CAROUSEL DESIGN WASHBAG,moving_average_7,statistical,14
47594B,SCOTTIES DESIGN WASHBAG,naive_lag_1,statistical,14
47597,NEW ENGLAND TEATOWELS,moving_average_7,statistical,14
47599A,PINK PARTY BAGS,lstm,deep_learning,14
47599B,BLUE PARTY BAGS,lstm,deep_learning,14
48111,DOORMAT 3 SMILEY CATS,lstm,deep_learning,14
48116,DOORMAT MULTICOLOUR STRIPE,lstm,deep_learning,14
48129,DOORMAT TOPIARY,seasonal_naive_lag_7,statistical,14
48138,DOORMAT UNION FLAG,lstm,deep_learning,14
48173C,DOORMAT BLACK FLOCK,gru,deep_learning,14
48184,DOORMAT ENGLISH ROSE,lstm,deep_learning,14
48185,DOORMAT FAIRY CAKE,seasonal_naive_lag_7,statistical,14
48187,DOORMAT NEW ENGLAND,gru,deep_learning,14
48188,DOORMAT WELCOME PUPPIES,seasonal_naive_lag_7,statistical,14
48189,adjustment,moving_average_7,statistical,14
48194,DOORMAT HEARTS,lightgbm,machine_learning,14
48195,UNKNOWN,moving_average_7,statistical,14
48197,DOORMAT BIRD ON THE WIRE,moving_average_7,statistical,14
51008,AFGHAN SLIPPER SOCK PAIR,lstm,deep_learning,14
51014A,"FEATHER PEN,HOT PINK",lightgbm,machine_learning,14
51014C,"FEATHER PEN,COAL BLACK",xgboost,machine_learning,14
51014L,"FEATHER PEN,LIGHT PINK",xgboost,machine_learning,14
51020A,adjustment,moving_average_7,statistical,14
51020B,STRIPY DESIGN SHOWER CAP,moving_average_7,statistical,14
62018,SOMBRERO,lstm,deep_learning,14
62094B,TURQ ICE CREAM BUM BAG,moving_average_7,statistical,14
62096A,PINK/YELLOW FLOWERS HANDBAG,moving_average_7,statistical,14
62096B,PURPLE/TURQ FLOWERS HANDBAG,moving_average_7,statistical,14
70006,LOVE HEART POCKET WARMER,lstm,deep_learning,14
70007,HI TEC ALPINE HAND WARMER,weekday_seasonal_mean,statistical,14
71038,WHITE HANGING BEADS CANDLE HOLDER,lstm,deep_learning,14
71053,WHITE MOROCCAN METAL LANTERN,gru,deep_learning,14
71101E,STANDING FAIRY POLE SUPPORT,lstm,deep_learning,14
71143,ANTIQUE SILVER BOOK MARK WITH BEADS,moving_average_7,statistical,14
71270,PHOTO CLIP LINE,weekday_seasonal_mean,statistical,14
71279,PINK GLASS CANDLEHOLDER,naive_lag_1,statistical,14
71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",lstm,deep_learning,14
71406C,BLACK ORANGE SQUEEZER,weekday_seasonal_mean,statistical,14
71459,HANGING JAM JAR T-LIGHT HOLDERS,gru,deep_learning,14
71477,COLOURED GLASS STAR T-LIGHT HOLDER,seasonal_naive_lag_7,statistical,14
72008,UNKNOWN,moving_average_7,statistical,14
72023F,RED ORGANIC CANDLE IN GLASS,moving_average_7,statistical,14
72051S,BAG OF SILVER STONES,moving_average_7,statistical,14
72122,COFFEE SCENT PILLAR CANDLE,weekday_seasonal_mean,statistical,14
72127,COLUMBIAN CANDLE ROUND,lstm,deep_learning,14
72128,COLUMBIAN CANDLE ROUND,lstm,deep_learning,14
72130,COLUMBIAN CANDLE ROUND,lstm,deep_learning,14
72131,COLUMBIAN CANDLE RECTANGLE,moving_average_7,statistical,14
72225C,LAVENDER SCENT CAKE CANDLE,lstm,deep_learning,14
72232,FENG SHUI PILLAR CANDLE,lstm,deep_learning,14
72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,weekday_seasonal_mean,statistical,14
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,lstm,deep_learning,14
72351B,SET/6 PINK BUTTERFLY T-LIGHTS,gru,deep_learning,14
72484,UNKNOWN,moving_average_7,statistical,14
72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,seasonal_naive_lag_7,statistical,14
72598,SET/12 TAPER CANDLES,seasonal_naive_lag_7,statistical,14
72728,ROSE SCENT CANDLES IN GLASS,moving_average_7,statistical,14
72741,GRAND CHOCOLATECANDLE,weekday_seasonal_mean,statistical,14
72750B,FLOWER FAIRY SET 3 CANDLES LAVENDER,moving_average_7,statistical,14
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,lstm,deep_learning,14
72780,BLACK SILOUETTE CANDLE PLATE,naive_lag_1,statistical,14
72789,BASKET/8 SCENTED LOVE TOKEN CANDLES,moving_average_7,statistical,14
72799C,PINK PILLAR CANDLE SILVER FLOCK,naive_lag_1,statistical,14
72799E,IVORY PILLAR CANDLE SILVER FLOCK,lstm,deep_learning,14
72799F,IVORY PILLAR CANDLE GOLD FLOCK,lstm,deep_learning,14
72800A,UNKNOWN,moving_average_7,statistical,14
72800B,4 PURPLE FLOCK DINNER CANDLES,seasonal_naive_lag_7,statistical,14
72800C,4 PINK DINNER CANDLE SILVER FLOCK,weekday_seasonal_mean,statistical,14
72800D,4 BLUE DINNER CANDLES SILVER FLOCK,lstm,deep_learning,14
72800E,4 IVORY DINNER CANDLES SILVER FLOCK,weekday_seasonal_mean,statistical,14
72800F,4 IVORY DINNER CANDLES GOLD FLOCK,moving_average_7,statistical,14
72801C,4 ROSE PINK DINNER CANDLES,moving_average_7,statistical,14
72801D,4 SKY BLUE DINNER CANDLES,seasonal_naive_lag_7,statistical,14
72801G,4 BURGUNDY WINE DINNER CANDLES,lstm,deep_learning,14
72802A,ROSE SCENT CANDLE IN JEWELLED BOX,lstm,deep_learning,14
72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,moving_average_7,statistical,14
72802C,VANILLA SCENT CANDLE JEWELLED BOX,seasonal_naive_lag_7,statistical,14
72803A,ROSE SCENT CANDLE JEWELLED DRAWER,naive_lag_1,statistical,14
72803B,UNKNOWN,moving_average_7,statistical,14
72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,weekday_seasonal_mean,statistical,14
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,weekday_seasonal_mean,statistical,14
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,weekday_seasonal_mean,statistical,14
72814,UNKNOWN,moving_average_7,statistical,14
72815,3 WICK CHRISTMAS BRIAR CANDLE,moving_average_7,statistical,14
72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,moving_average_7,statistical,14
72817,UNKNOWN,weekday_seasonal_mean,statistical,14
72818,CHRISTMAS DECOUPAGE CANDLE,moving_average_7,statistical,14
72819,CUPID DESIGN SCENTED CANDLES,lstm,deep_learning,14
75013B,UNKNOWN,moving_average_7,statistical,14
75049L,LARGE CIRCULAR MIRROR MOBILE,lstm,deep_learning,14
75131,METAL TUBE CHIME ON BAMBOO,moving_average_7,statistical,14
77101A,UNKNOWN,moving_average_7,statistical,14
79000,MOROCCAN TEA GLASS,moving_average_7,statistical,14
79026B,"S/4 ICON COASTER,ELVIS LIVES",moving_average_7,statistical,14
79029,UNKNOWN,moving_average_7,statistical,14
79030D,TUMBLER BAROQUE,naive_lag_1,statistical,14
79030G,TUMBLER NEW ENGLAND,moving_average_7,statistical,14
79051A,SMOKEY GREY COLOUR GLASS,weekday_seasonal_mean,statistical,14
79066K,RETRO MOD TRAY,weekday_seasonal_mean,statistical,14
79067,CORONA MEXICAN TRAY,moving_average_7,statistical,14
79071B,ENGLISH ROSE METAL WASTE BIN,moving_average_7,statistical,14
79072,TEATIME CAKE TIN WITH HANDLE,moving_average_7,statistical,14
79144B,PAINTED LIGHTBULB STAR+ MOON,lstm,deep_learning,14
79144C,PAINTED LIGHTBULB RAINBOW DESIGN,seasonal_naive_lag_7,statistical,14
79160,HEART SHAPE WIRELESS DOORBELL,moving_average_7,statistical,14
79163,BLACK CHAMPAGNE GLASS,moving_average_7,statistical,14
79164,BLACK WINE GLASS,naive_lag_1,statistical,14
79190A,RETRO PLASTIC 70'S TRAY,lstm,deep_learning,14
79190B,RETRO PLASTIC POLKA TRAY,lstm,deep_learning,14
79190D,RETRO PLASTIC DAISY TRAY,lstm,deep_learning,14
79191B,RETRO PLASTIC POLKA TRAY,weekday_seasonal_mean,statistical,14
79191C,RETRO PLASTIC ELEPHANT TRAY,lstm,deep_learning,14
79191D,RETRO PLASTIC DAISY TRAY,weekday_seasonal_mean,statistical,14
79192A,RETRO PLASTIC 70'S TRAY,moving_average_7,statistical,14
79302M,"ART LIGHTS,FUNK MONKEY",lstm,deep_learning,14
79320,FLAMINGO LIGHTS,moving_average_7,statistical,14
79321,CHILLI LIGHTS,seasonal_naive_lag_7,statistical,14
79323B,BLACK CHERRY LIGHTS,moving_average_7,statistical,14
79323G,GOLD CHERRY LIGHTS,moving_average_7,statistical,14
79323GR,GREEN CHERRY LIGHTS,moving_average_7,statistical,14
79323LP,LIGHT PINK CHERRY LIGHTS,moving_average_7,statistical,14
79323P,PINK CHERRY LIGHTS,moving_average_7,statistical,14
79323S,SILVER CHERRY LIGHTS,moving_average_7,statistical,14
79323W,WHITE CHERRY LIGHTS,moving_average_7,statistical,14
79341,WILLOW BRANCH LIGHTS.,moving_average_7,statistical,14
79342B,BROWN FLOWER LIGHTS,moving_average_7,statistical,14
79403,FROSTED WHITE BASE,moving_average_7,statistical,14
81950B,FLOWER BLUE CLOCK WITH SUCKER,moving_average_7,statistical,14
81952V,ROUND PURPLE CLOCK WITH SUCKER,seasonal_naive_lag_7,statistical,14
82001S,SILVER RECORD COVER FRAME,lstm,deep_learning,14
82011A,"BATHROOM SCALES, TROPICAL BEACH",weekday_seasonal_mean,statistical,14
82011B,BATHROOM SCALES RUBBER DUCKS,lstm,deep_learning,14
82011C,BATHROOM SCALES FOOTPRINTS IN SAND,weekday_seasonal_mean,statistical,14
82095,HEART BUTTONS JEWELLERY BOX,moving_average_7,statistical,14
82482,WOODEN PICTURE FRAME WHITE FINISH,weekday_seasonal_mean,statistical,14
82483,WOOD 2 DRAWER CABINET WHITE FINISH,weekday_seasonal_mean,statistical,14
82484,WOOD BLACK BOARD ANT WHITE FINISH,gru,deep_learning,14
82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,weekday_seasonal_mean,statistical,14
82494L,WOODEN FRAME ANTIQUE WHITE,weekday_seasonal_mean,statistical,14
82551,LAUNDRY 15C METAL SIGN,seasonal_naive_lag_7,statistical,14
82552,WASHROOM METAL SIGN,weekday_seasonal_mean,statistical,14
82567,"AIRLINE LOUNGE,METAL SIGN",weekday_seasonal_mean,statistical,14
82578,KITCHEN METAL SIGN,seasonal_naive_lag_7,statistical,14
82580,BATHROOM METAL SIGN,gru,deep_learning,14
82581,TOILET METAL SIGN,gru,deep_learning,14
82582,AREA PATROLLED METAL SIGN,lstm,deep_learning,14
82583,HOT BATHS METAL SIGN,weekday_seasonal_mean,statistical,14
82585,UNKNOWN,moving_average_7,statistical,14
82587,TEXRIO TOMATOES CANDLE+CUP,moving_average_7,statistical,14
82597,UNKNOWN,moving_average_7,statistical,14
82599,UNKNOWN,moving_average_7,statistical,14
82600,N0 SINGING METAL SIGN,moving_average_7,statistical,14
82605,UNKNOWN,moving_average_7,statistical,14
82607A,UNKNOWN,moving_average_7,statistical,14
82613A,Amazon,moving_average_7,statistical,14
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",lstm,deep_learning,14
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",lstm,deep_learning,14
82613D,METAL SIGN CUPCAKE SINGLE HOOK,lstm,deep_learning,14
82615,PINK MARSHMALLOW SCARF KNITTING KIT,moving_average_7,statistical,14
82616A,BUBBLE GUM SCARF KNITTING KIT,moving_average_7,statistical,14
82616B,FRAPPUCINO SCARF KNITTING KIT,weekday_seasonal_mean,statistical,14
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,weekday_seasonal_mean,statistical,14
84006,MAGIC TREE -PAPER FLOWERS,weekday_seasonal_mean,statistical,14
84007,MAGIC GARDEN MOUNT FUJI,moving_average_7,statistical,14
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,seasonal_naive_lag_7,statistical,14
84016,FLAG OF ST GEORGE CAR FLAG,moving_average_7,statistical,14
84029E,RED WOOLLY HOTTIE WHITE HEART.,weekday_seasonal_mean,statistical,14
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,weekday_seasonal_mean,statistical,14
84030E,ENGLISH ROSE HOT WATER BOTTLE,weekday_seasonal_mean,statistical,14
84031A,CHARLIE+LOLA RED HOT WATER BOTTLE,weekday_seasonal_mean,statistical,14
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE,lstm,deep_learning,14
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,weekday_seasonal_mean,statistical,14
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,lightgbm,machine_learning,14
84033,FLAG OF ST GEORGE,moving_average_7,statistical,14
84050,check,moving_average_7,statistical,14
84051,ASS COLOUR GLOWING TIARAS,lstm,deep_learning,14
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,seasonal_naive_lag_7,statistical,14
84078A,SET/4 WHITE RETRO STORAGE CUBES,lstm,deep_learning,14
84086C,PINK/PURPLE RETRO RADIO,weekday_seasonal_mean,statistical,14
84192,ASSORTED COLOUR METAL CAT,lstm,deep_learning,14
84199,GLOW IN DARK DOLPHINS,lstm,deep_learning,14
84212,"ASSORTED FLOWER COLOUR ""LEIS""",lstm,deep_learning,14
84218,BOX/12 CHICK & EGG IN BASKET,moving_average_7,statistical,14
84228,HEN HOUSE WITH CHICK STANDING,moving_average_7,statistical,14
84231,EASTER BUNNY WITH BASKET ON BACK,moving_average_7,statistical,14
84247E,PACK OF 12 CHRISTMAS FUN CARDS,lstm,deep_learning,14
84247G,"DECOUPAGE,GREETING CARD,",moving_average_7,statistical,14
84247L,FAWN AND MUSHROOM GREETING CARD,moving_average_7,statistical,14
84247N,PACK/12 BLUE FOLKART CARDS,lstm,deep_learning,14
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",seasonal_naive_lag_7,statistical,14
84249D,FAIRY CAKE GREETINGS CARD,moving_average_7,statistical,14
84251B,"GREETING CARD, STICKY GORDON",moving_average_7,statistical,14
84251C,"GREETING CARD, TWO SISTERS.",moving_average_7,statistical,14
84251F,UNKNOWN,moving_average_7,statistical,14
84251G,"GREETING CARD, OVERCROWDED POOL.",naive_lag_1,statistical,14
84270,UNKNOWN,moving_average_7,statistical,14
84279B,CHERRY BLOSSOM DECORATIVE FLASK,moving_average_7,statistical,14
84279P,CHERRY BLOSSOM DECORATIVE FLASK,weekday_seasonal_mean,statistical,14
84313B,BLUE TV TRAY TABLE,moving_average_7,statistical,14
84313C,ORANGE TV TRAY TABLE,moving_average_7,statistical,14
84327A,PINK JUMPER LARRY THE LAMB,moving_average_7,statistical,14
84341B,SMALL PINK MAGIC CHRISTMAS TREE,lstm,deep_learning,14
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,seasonal_naive_lag_7,statistical,14
84352,SILVER CHRISTMAS TREE BAUBLE STAND,moving_average_7,statistical,14
84356,POMPOM CURTAIN,lstm,deep_learning,14
84360,TABLE LAMP WHITE SHADE WOOD BASE,seasonal_naive_lag_7,statistical,14
84375,SET OF 20 KIDS COOKIE CUTTERS,weekday_seasonal_mean,statistical,14
84378,SET OF 3 HEART COOKIE CUTTERS,weekday_seasonal_mean,statistical,14
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,weekday_seasonal_mean,statistical,14
84396,6 HOOK JEWELLERY STAND BLACK DRESS,moving_average_7,statistical,14
84405A,S/3 PINK COL METAL BASKET W HANDLE,moving_average_7,statistical,14
84406B,CREAM CUPID HEARTS COAT HANGER,lstm,deep_learning,14
84422,PINK/BLUE DISC/MIRROR STRING,moving_average_7,statistical,14
84429A,MEDIUM PINK BUDDHA HEAD,naive_lag_1,statistical,14
84450B,PINK/YELLOW RABBIT SAT EASTER,moving_average_7,statistical,14
84452,METAL RABBIT LADDER EASTER,moving_average_7,statistical,14
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,naive_lag_1,statistical,14
84459A,PINK METAL CHICKEN HEART,moving_average_7,statistical,14
84459B,UNKNOWN,moving_average_7,statistical,14
84461,12 PINK HEN+CHICKS IN BASKET,moving_average_7,statistical,14
84466,TOP SECRET PEN SET,moving_average_7,statistical,14
84467,ENGLISH ROSE DESIGN QUILTED THROW,moving_average_7,statistical,14
84497,BUTTONS AND STRIPES NOTEBOOK,naive_lag_1,statistical,14
84499,BLACK FLOWER CANDLE PLATE,moving_average_7,statistical,14
84507B,STRIPES DESIGN MONKEY DOLL,moving_average_7,statistical,14
84507C,adjustment,moving_average_7,statistical,14
84508A,CAMOUFLAGE DESIGN TEDDY,moving_average_7,statistical,14
84508B,STRIPES DESIGN TEDDY,weekday_seasonal_mean,statistical,14
84508C,BLUE CIRCLES DESIGN TEDDY,weekday_seasonal_mean,statistical,14
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,lightgbm,machine_learning,14
84509B,SET OF 4 FAIRY CAKE PLACEMATS,lstm,deep_learning,14
84509C,SET OF 4 POLKADOT PLACEMATS,lstm,deep_learning,14
84509E,SET OF 4 CAROUSEL PLACEMATS,moving_average_7,statistical,14
84509F,SET OF 4 NEW ENGLAND PLACEMATS,moving_average_7,statistical,14
84509G,SET OF 4 FAIRY CAKE PLACEMATS,lstm,deep_learning,14
84510A,SET OF 4 ENGLISH ROSE COASTERS,lstm,deep_learning,14
84510B,UNKNOWN,moving_average_7,statistical,14
84510C,SET OF 4 POLKADOT COASTERS,lstm,deep_learning,14
84510E,SET OF 4 GREEN CAROUSEL COASTERS,lstm,deep_learning,14
84510F,SET OF 4 NEW ENGLAND COASTERS,moving_average_7,statistical,14
84519A,TOMATO CHARLIE+LOLA COASTER SET,gru,deep_learning,14
84519B,CARROT CHARLIE+LOLA COASTER SET,weekday_seasonal_mean,statistical,14
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,moving_average_7,statistical,14
84520D,UNKNOWN,moving_average_7,statistical,14
84526,GIANT BLACK SUNGLASSES,moving_average_7,statistical,14
84531A,returned,moving_average_7,statistical,14
84531B,returned,moving_average_7,statistical,14
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,moving_average_7,statistical,14
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,moving_average_7,statistical,14
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,lstm,deep_learning,14
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,weekday_seasonal_mean,statistical,14
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,gru,deep_learning,14
84558A,3D DOG PICTURE PLAYING CARDS,seasonal_naive_lag_7,statistical,14
84559A,3D SHEET OF DOG STICKERS,lstm,deep_learning,14
84559B,3D SHEET OF CAT STICKERS,moving_average_7,statistical,14
84559D,3D SHEET OF SEA WORLD STICKERS,moving_average_7,statistical,14
84562A,PINK/WHITE RIBBED MELAMINE JUG,moving_average_7,statistical,14
84563A,PINK & WHITE BREAKFAST TRAY,moving_average_7,statistical,14
84563B,BLUE & WHITE BREAKFAST TRAY,moving_average_7,statistical,14
84568,GIRLS ALPHABET IRON ON PATCHES,lightgbm,machine_learning,14
84569A,PACK 3 IRON ON DOG PATCHES,lstm,deep_learning,14
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,moving_average_7,statistical,14
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,moving_average_7,statistical,14
84569D,PACK 6 HEART/ICE-CREAM PATCHES,lstm,deep_learning,14
84578,ELEPHANT TOY WITH BLUE T-SHIRT,moving_average_7,statistical,14
84580,MOUSE TOY WITH PINK T-SHIRT,weekday_seasonal_mean,statistical,14
84581,DOG TOY WITH PINK CROCHET SKIRT,weekday_seasonal_mean,statistical,14
84584,PINK GINGHAM CAT WITH SCARF,moving_average_7,statistical,14
84592,CROCHET ROSE PURSE WITH SUEDE BACK,weekday_seasonal_mean,statistical,14
84595E,LARGE TORTILLA DESIGN RED BOWL,moving_average_7,statistical,14
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,lightgbm,machine_learning,14
84596E,UNKNOWN,moving_average_7,statistical,14
84596F,SMALL MARSHMALLOWS PINK BOWL,xgboost,machine_learning,14
84596G,SMALL CHOCOLATES PINK BOWL,weekday_seasonal_mean,statistical,14
84596J,MIXED NUTS LIGHT GREEN BOWL,moving_average_7,statistical,14
84596K,JELLY BABIES YELLOW SMALL BOWL,moving_average_7,statistical,14
84596L,BISCUITS SMALL BOWL LIGHT BLUE,moving_average_7,statistical,14
84597C,RETRO PINK BALL ASHTRAY,moving_average_7,statistical,14
84598,BOYS ALPHABET IRON ON PATCHES,lstm,deep_learning,14
84600,NEW BAROQUE JEWELLERY BOX,weekday_seasonal_mean,statistical,14
84609,TALL ROCOCO CANDLE HOLDER,weekday_seasonal_mean,statistical,14
84620,BLUE GINGHAM ROSE CUSHION COVER,moving_average_7,statistical,14
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,moving_average_7,statistical,14
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,moving_average_7,statistical,14
84625D,WHITE NEWBAROQUE CANDLESTICK CANDLE,moving_average_7,statistical,14
84631,FRUIT TREE AND BIRDS WALL PLAQUE,moving_average_7,statistical,14
84637,KITCHEN FLOWER POTS WALL PLAQUE,moving_average_7,statistical,14
84638,SMALL KITCHEN FLOWER POTS PLAQUE,moving_average_7,statistical,14
84658,WHITE STITCHED CUSHION COVER,moving_average_7,statistical,14
84659A,WHITE TRAVEL ALARM CLOCK,lstm,deep_learning,14
84660A,WHITE STITCHED WALL CLOCK,moving_average_7,statistical,14
84660B,BLACK STITCHED WALL CLOCK,moving_average_7,statistical,14
84660C,UNKNOWN,moving_average_7,statistical,14
84661A,WHITE SQUARE TABLE CLOCK,seasonal_naive_lag_7,statistical,14
84661B,BLACK SQUARE TABLE CLOCK,lstm,deep_learning,14
84663A,UNKNOWN,lstm,deep_learning,14
84665,SQUARE CHERRY BLOSSOM CABINET,naive_lag_1,statistical,14
84670,UNKNOWN,moving_average_7,statistical,14
84673A,PINK FLY SWAT,lstm,deep_learning,14
84673B,BLUE FLY SWAT,lstm,deep_learning,14
84674,FLYING PIG WATERING CAN,lstm,deep_learning,14
84675,FROG KING WATERING CAN,moving_average_7,statistical,14
84676,BATH DUCK WATERING CAN,moving_average_7,statistical,14
84678,CLASSICAL ROSE SMALL VASE,moving_average_7,statistical,14
84682,CLASSICAL ROSE DISH,moving_average_7,statistical,14
84683,CLASSICAL ROSE CANDLESTAND,moving_average_7,statistical,14
84684,UNKNOWN,moving_average_7,statistical,14
84685,BEACH HUT KEY CABINET,moving_average_7,statistical,14
84686,UNKNOWN,moving_average_7,statistical,14
84687,BEACH HUT SHELF W 3 DRAWERS,naive_lag_1,statistical,14
84688,BEACH HUT DESIGN BLACKBOARD,moving_average_7,statistical,14
84689,S/2 BEACH HUT TREASURE CHESTS,moving_average_7,statistical,14
84691,PACK 20 DOLLY PEGS,moving_average_7,statistical,14
84692,BOX OF 24 COCKTAIL PARASOLS,weekday_seasonal_mean,statistical,14
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,weekday_seasonal_mean,statistical,14
84707B,PINK JEWELLED MIRROR TRINKET TRAY,moving_average_7,statistical,14
84708B,PINK JEWELLED PHOTO FRAME,weekday_seasonal_mean,statistical,14
84709B,UNKNOWN,moving_average_7,statistical,14
84712B,PINK JEWELLED PHOTO FRAME,lstm,deep_learning,14
84715,SET OF 6 ICE CREAM SKITTLES,moving_average_7,statistical,14
84741C,CITRUS GARLAND FELT FLOWERS,moving_average_7,statistical,14
84748,FOLK FELT HANGING MULTICOL GARLAND,seasonal_naive_lag_7,statistical,14
84750A,PINK SMALL GLASS CAKE STAND,moving_average_7,statistical,14
84750B,BLACK SMALL GLASS CAKE STAND,moving_average_7,statistical,14
84754,S/15 SILVER GLASS BAUBLES IN BAG,moving_average_7,statistical,14
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,xgboost,machine_learning,14
84760S,UNKNOWN,moving_average_7,statistical,14
84761,IVORY HANGING BIRD PLANTER,moving_average_7,statistical,14
84762B,PINK PICNIC BARBECUE BUCKET,moving_average_7,statistical,14
84762C,GREEN PICNIC BARBECUE BUCKET,moving_average_7,statistical,14
84763,ZINC FINISH 15CM PLANTER POTS,moving_average_7,statistical,14
84773,UNKNOWN,moving_average_7,statistical,14
84789,UNKNOWN,moving_average_7,statistical,14
84791,GINGHAM HEART DECORATION,moving_average_7,statistical,14
84792,ENCHANTED BIRD COATHANGER 5 HOOK,weekday_seasonal_mean,statistical,14
84795A,UNKNOWN,moving_average_7,statistical,14
84795B,SUNSET CHECK HAMMOCK,naive_lag_1,statistical,14
84795C,UNKNOWN,moving_average_7,statistical,14
84795D,UNKNOWN,moving_average_7,statistical,14
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,moving_average_7,statistical,14
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,naive_lag_1,statistical,14
84800L,LARGE WHITE/PINK ROSE ART FLOWER,moving_average_7,statistical,14
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,seasonal_naive_lag_7,statistical,14
84813,SET OF 4 DIAMOND NAPKIN RINGS,naive_lag_1,statistical,14
84815,SET OF 3 DANISH ROSE PLANTERS,moving_average_7,statistical,14
84817,DANISH ROSE DECORATIVE PLATE,lstm,deep_learning,14
84818,DANISH ROSE PHOTO FRAME,moving_average_7,statistical,14
84819,DANISH ROSE ROUND SEWING BOX,naive_lag_1,statistical,14
84820,DANISH ROSE TRINKET TRAYS,seasonal_naive_lag_7,statistical,14
84821,DANISH ROSE DELUXE COASTER,lstm,deep_learning,14
84826,ASSTD DESIGN 3D PAPER STICKERS,naive_lag_1,statistical,14
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,lstm,deep_learning,14
84832,ZINC WILLIE WINKIE CANDLE STICK,weekday_seasonal_mean,statistical,14
84836,ZINC METAL HEART DECORATION,lstm,deep_learning,14
84837,UNKNOWN,moving_average_7,statistical,14
84839,SWEETHEART KEY CABINET,moving_average_7,statistical,14
84840,UNKNOWN,moving_average_7,statistical,14
84842,HELLO SAILOR BATHROOM SET,naive_lag_1,statistical,14
84843,WHITE SOAP RACK WITH 2 BOTTLES,weekday_seasonal_mean,statistical,14
84846A,SCENTED CANDLE IN DIGITALIS TIN,moving_average_7,statistical,14
